date,Gangnamgu,Gangdonggu,Gangbukgu,Gangseogu,Gwanakgu,Gwangjingu,Gurogu,Geumcheongu,Nowongu,Dobonggu,Dongdaemungu,Dongjakgu,Mapogu,Seodaemungu,Seochogu,Seongdonggu,Seongbukgu,Songpagu,Yangcheongu,Yeongdeungpogu,Yongsangu,Eunpyeonggu,Jongnogu,Junggu,Jungnanggu
2016072408,39,44,35,37,40,39,33,35,42,27,25,31,40,23,40,32,25,41,31,30,46,21,35,30,33
2016072409,30,29,42,24,35,36,30,35,40,30,38,27,41,35,32,35,39,29,36,28,41,29,36,35,32
2016072410,29,26,43,26,39,30,28,35,40,26,21,23,37,32,30,27,34,26,34,28,38,24,30,29,23
2016072411,25,27,41,36,39,29,34,32,31,25,26,21,37,34,24,26,35,32,34,27,39,30,35,30,17
2016072412,29,30,48,29,45,34,33,32,38,32,36,27,38,31,41,39,37,31,39,41,41,36,36,37,36
2016072413,34,40,51,27,41,39,40,34,41,41,37,27,40,39,53,42,37,32,41,39,47,41,36,36,38
2016072414,42,35,44,31,43,46,30,36,40,26,33,24,42,31,46,35,36,40,39,28,44,29,39,35,42
2016072415,50,46,46,36,40,0,30,32,41,43,43,27,46,35,54,41,37,45,41,39,46,36,43,46,53
2016072416,38,62,55,27,43,43,44,38,40,24,36,30,45,39,62,42,26,44,43,34,31,28,44,33,49
2016072417,28,46,49,46,47,0,37,36,38,42,23,27,48,24,37,20,45,37,41,35,41,34,43,24,36
2016072418,37,32,56,40,49,0,35,43,39,35,24,29,44,41,51,43,48,39,45,39,44,34,41,33,
2016072419,52,51,49,32,57,0,44,43,38,40,45,34,48,50,44,51,52,40,47,48,54,51,47,39,47
2016072420,42,35,57,44,57,0,42,49,46,49,44,37,50,52,53,45,53,29,47,47,47,51,46,50,55
2016072421,63,48,55,44,51,50,39,48,55,44,52,36,52,56,43,49,46,27,48,51,57,49,54,46,49
2016072422,52,47,59,39,55,49,45,48,60,40,43,36,47,58,50,55,51,46,48,50,51,41,51,61,50
2016072423,47,39,60,42,57,53,45,60,59,41,40,40,55,45,48,48,54,38,55,51,49,42,54,54,45
2016072424,48,45,57,55,50,49,44,52,61,42,40,49,52,49,49,46,57,39,54,49,52,37,56,47,43
2016072501,36,48,63,62,57,52,47,48,60,44,60,39,59,48,36,42,46,35,51,46,58,36,56,47,44
2016072502,37,48,69,39,51,46,42,49,60,57,57,39,68,39,38,34,55,39,61,41,60,48,56,46,52
2016072503,36,45,78,47,60,45,33,50,62,53,61,40,0,45,32,35,51,29,59,36,49,52,60,42,50
2016072504,29,48,72,31,62,43,37,59,70,48,43,44,0,30,35,31,46,35,57,35,54,49,50,24,46
2016072505,37,34,64,43,66,46,37,61,64,51,43,50,0,35,45,37,40,29,57,32,57,44,47,38,33
2016072506,37,38,61,49,67,60,44,61,55,46,36,51,0,40,36,40,37,42,64,41,60,45,50,29,37
2016072507,45,47,63,39,59,55,36,56,59,46,41,53,0,38,49,40,42,34,69,42,64,47,50,42,38
2016072508,56,37,63,43,56,50,39,47,53,39,40,43,0,44,47,45,41,39,58,36,63,37,57,44,35
2016072509,48,37,61,35,53,55,27,51,49,35,37,30,58,34,38,43,41,40,54,34,47,34,48,33,33
2016072510,37,37,56,32,56,43,32,45,40,28,26,27,48,41,28,32,39,39,55,39,49,32,39,36,22
2016072511,36,40,51,41,53,48,36,35,37,43,29,24,47,38,30,43,45,40,50,34,44,44,43,38,43
2016072512,45,41,51,33,44,47,34,36,39,40,40,30,44,43,49,53,54,33,41,39,47,49,49,45,70
2016072513,47,43,50,39,46,44,43,38,38,40,43,33,43,48,49,42,56,40,41,34,46,39,49,51,57
2016072514,43,43,49,40,41,38,30,37,36,46,0,30,41,39,24,42,59,45,37,36,34,49,42,39,69
2016072515,45,45,49,54,44,37,43,40,39,52,29,34,0,42,51,34,59,46,42,52,46,49,45,39,36
2016072516,47,49,48,34,40,44,49,39,41,46,56,34,0,52,63,51,64,42,36,47,41,68,51,60,47
2016072517,52,51,42,31,43,53,42,39,41,50,42,30,42,37,55,56,48,49,32,44,44,50,44,40,46
2016072518,45,45,40,35,40,57,37,33,41,47,38,29,39,40,0,41,54,35,35,43,43,60,38,44,46
2016072519,40,40,43,41,40,0,39,28,41,33,40,24,34,32,69,39,46,30,32,45,35,38,37,34,44
2016072520,39,42,43,39,45,0,38,31,37,45,38,29,38,39,45,39,37,36,36,62,36,49,34,38,42
2016072521,49,33,42,0,43,0,47,35,40,40,39,30,38,57,0,43,46,31,35,66,37,41,37,48,44
2016072522,47,36,42,48,39,0,41,42,41,34,36,34,38,49,0,42,48,32,38,44,39,41,41,46,41
2016072523,36,33,44,59,42,26,38,42,42,30,40,34,44,43,23,37,49,36,39,41,31,48,40,41,43
2016072524,38,29,47,39,40,27,42,43,41,38,49,34,40,45,0,36,45,33,42,41,38,49,40,41,44
2016072601,36,36,48,43,49,37,39,46,41,56,41,36,39,33,0,37,40,35,51,37,45,45,39,32,39
2016072602,40,46,48,35,52,42,45,50,44,37,41,37,44,31,0,37,41,28,52,47,46,47,31,33,41
2016072603,31,42,47,49,46,41,37,44,43,42,40,31,43,35,29,37,34,41,56,42,50,43,34,37,39
2016072604,39,28,47,26,38,36,27,30,43,36,32,33,39,31,34,29,40,25,53,22,40,41,37,32,37
2016072605,34,40,41,43,33,39,22,32,41,36,26,31,33,26,26,28,30,30,46,29,38,37,34,22,32
2016072606,42,43,36,26,33,40,25,34,44,59,20,40,30,25,36,33,26,30,40,26,40,33,30,19,33
2016072607,31,33,43,32,37,0,30,30,43,37,34,37,35,22,39,35,26,36,39,26,46,24,31,26,37
2016072608,33,34,41,21,35,0,25,33,44,0,29,30,32,23,23,30,40,42,37,21,42,15,35,31,29
2016072609,23,25,36,26,34,0,20,30,36,0,24,23,34,24,23,29,39,31,32,23,31,27,32,29,17
2016072610,21,30,31,41,35,27,27,32,29,21,20,20,35,23,0,40,30,25,33,22,34,35,29,24,27
2016072611,29,24,30,22,40,27,30,40,22,26,28,27,38,30,33,44,34,35,32,32,45,40,32,37,17
2016072612,33,42,33,39,41,40,43,37,24,27,38,24,35,0,,42,37,43,33,39,37,0,33,39,34
2016072613,34,39,34,37,37,34,30,30,26,0,32,31,35,0,43,37,40,41,32,31,31,0,32,36,46
2016072614,46,36,32,28,36,32,37,32,22,31,32,29,36,39,44,30,37,29,29,32,29,0,32,40,16
2016072615,36,29,0,29,40,29,39,30,23,29,38,26,36,37,52,52,33,28,32,44,41,0,32,41,33
2016072616,41,35,14,36,34,33,45,30,29,35,36,27,39,46,26,59,45,31,35,43,37,0,35,48,41
2016072617,44,33,35,43,43,37,41,34,0,40,40,29,39,45,55,49,45,30,33,44,40,0,35,45,49
2016072618,31,44,27,36,38,39,32,38,0,35,30,29,33,29,45,39,40,25,28,35,38,0,34,35,33
2016072619,37,29,23,16,32,0,32,26,22,26,25,24,29,25,31,34,34,30,26,29,28,0,28,23,33
2016072620,41,22,23,34,30,39,27,26,23,31,20,23,23,31,16,16,31,28,28,62,21,0,25,29,23
2016072621,38,29,18,21,36,0,28,26,18,27,26,23,30,26,34,31,37,25,28,65,30,0,24,31,31
2016072622,29,30,22,35,40,0,40,29,19,19,29,23,31,32,35,31,33,32,30,56,32,0,27,43,30
2016072623,36,26,25,24,42,0,40,32,23,28,29,27,41,35,36,40,37,30,36,43,35,0,29,33,35
2016072624,36,0,29,54,30,0,37,31,27,31,29,27,28,31,29,34,43,33,38,37,29,0,28,30,33
2016072701,50,27,25,35,35,0,37,27,20,24,10,21,31,22,18,30,30,37,36,31,29,0,26,28,17
2016072702,0,36,23,29,40,24,27,30,21,26,32,24,31,27,23,28,32,32,34,31,38,0,26,23,31
2016072703,0,30,26,41,38,0,33,33,21,29,33,29,38,31,35,27,28,27,37,35,35,0,26,34,32
2016072704,0,40,32,35,37,0,35,36,24,31,31,33,35,30,0,25,31,33,41,32,40,0,32,30,31
2016072705,0,35,32,35,36,0,39,34,28,32,33,31,36,32,0,41,41,30,38,32,43,0,30,28,37
2016072706,0,28,33,32,36,0,28,32,29,31,34,29,35,28,18,28,36,28,37,31,41,0,30,33,30
2016072707,0,31,32,25,32,23,31,28,28,29,31,27,34,29,0,28,36,27,35,32,34,0,29,31,28
2016072708,0,34,28,38,35,0,34,31,27,28,26,24,34,24,31,35,32,34,34,25,32,0,28,28,28
2016072709,0,36,30,25,38,0,30,31,26,29,34,26,35,26,35,33,35,31,31,33,36,0,29,34,33
2016072710,0,36,34,36,35,0,33,35,34,26,40,23,36,32,30,37,35,33,31,28,36,0,30,37,31
2016072711,0,36,31,27,42,0,29,32,26,26,24,21,42,28,25,33,31,0,39,44,36,0,26,27,17
2016072712,0,38,42,41,40,0,38,40,32,40,48,29,42,38,45,45,47,0,39,44,47,0,34,43,43
2016072713,0,42,38,25,38,0,36,38,34,39,41,26,39,31,38,42,49,0,37,33,37,44,32,47,56
2016072714,0,42,38,35,48,21,32,36,30,40,33,26,41,28,58,38,33,0,35,35,46,23,33,39,42
2016072715,0,37,47,41,45,41,52,43,43,39,53,31,43,36,59,51,41,0,43,42,44,49,43,53,53
2016072716,0,40,49,34,44,48,29,39,44,32,33,24,44,28,28,34,29,0,40,29,53,31,41,27,34
2016072717,0,40,45,29,47,51,26,40,36,31,35,29,46,32,26,48,37,0,43,31,44,37,39,35,58
2016072718,0,36,42,87,36,48,34,41,37,32,30,30,38,32,39,40,49,0,41,34,35,35,35,30,35
2016072719,0,32,43,48,37,37,24,32,34,27,0,27,37,27,36,28,39,0,38,34,37,33,35,28,23
2016072720,0,36,35,32,44,34,29,31,32,34,45,26,37,29,26,29,40,0,35,51,30,28,33,36,34
2016072721,0,32,36,31,45,32,51,33,29,23,26,26,35,32,31,32,45,0,30,52,32,30,34,38,30
2016072722,0,29,34,41,43,34,40,34,29,27,25,27,41,42,28,34,38,0,40,46,38,25,35,33,28
2016072723,0,36,42,41,40,37,37,39,35,34,30,29,41,38,44,37,36,0,41,45,47,32,36,39,41
2016072724,0,30,42,40,36,36,30,31,36,28,27,26,36,32,27,31,39,0,41,39,39,33,32,30,26
2016072801,0,19,37,34,43,34,34,35,33,33,31,30,40,31,30,31,37,0,38,37,40,19,33,33,24
2016072802,0,35,40,34,38,34,29,35,35,37,35,29,39,32,23,27,37,0,39,28,34,38,34,38,32
2016072803,0,31,36,33,36,34,33,35,32,34,30,29,38,33,31,26,33,0,34,32,37,33,35,30,29
2016072804,0,36,35,32,36,35,28,33,30,30,30,26,36,28,30,30,30,0,35,30,43,30,33,25,30
2016072805,0,41,35,38,38,37,31,35,33,27,31,27,37,30,38,28,28,0,39,33,33,26,31,33,45
2016072806,0,32,36,37,50,36,38,39,36,28,33,36,43,32,32,33,37,0,41,41,43,33,35,32,29
2016072807,0,35,40,42,57,39,43,43,37,33,41,39,53,34,35,34,39,0,51,42,50,39,42,37,37
2016072808,0,31,50,47,75,50,62,66,43,38,38,47,70,53,46,39,50,0,63,54,64,41,52,48,40
2016072809,0,50,78,33,76,71,49,79,51,48,56,51,76,62,61,63,68,0,81,52,69,42,65,60,39
2016072810,0,63,72,38,61,69,41,54,60,55,41,36,62,44,0,,62,0,64,33,51,49,53,39,46
2016072811,0,57,54,32,68,50,48,54,38,49,42,43,59,54,44,0,66,0,51,54,60,53,53,56,59
2016072812,0,60,50,48,53,53,51,43,39,55,51,40,51,50,42,0,60,0,48,53,47,51,55,57,46
2016072813,0,53,50,72,62,45,64,48,38,59,39,47,57,54,40,0,57,0,49,53,55,53,53,53,36
2016072814,0,54,54,67,66,46,73,55,42,55,58,51,58,89,82,0,76,0,49,67,55,63,54,72,57
2016072815,0,68,58,0,55,46,62,55,48,67,57,49,54,57,56,0,86,0,48,59,58,61,53,63,73
2016072816,0,50,53,0,64,39,55,51,44,62,47,47,50,67,0,,67,0,47,59,50,66,48,55,67
2016072817,57,52,61,71,63,38,76,56,47,78,73,57,70,80,49,60,83,0,64,84,0,70,58,93,54
2016072818,91,58,65,100,71,48,103,62,54,77,81,67,67,78,91,86,89,53,63,95,0,66,68,89,100
2016072819,105,95,52,88,76,60,99,63,48,59,59,67,70,91,97,85,68,68,61,102,63,71,62,85,67
2016072820,94,83,55,73,80,57,91,64,48,71,78,64,66,88,103,87,84,66,62,99,73,70,71,91,75
2016072821,103,87,68,84,71,60,95,56,56,80,81,64,68,80,95,83,94,80,67,119,71,75,66,89,89
2016072822,98,99,66,86,63,74,102,54,63,82,83,64,72,79,100,92,86,80,73,100,67,75,62,80,89
2016072823,109,86,73,81,76,71,97,56,64,77,95,63,76,78,92,83,93,83,83,99,70,72,70,82,79
2016072824,106,70,81,73,70,66,86,62,62,76,92,60,83,73,94,81,80,77,94,85,79,71,84,74,62
2016072901,92,63,92,68,72,70,69,61,72,94,84,69,91,66,58,67,83,66,93,76,76,72,90,75,64
2016072902,79,94,95,73,77,73,62,66,78,88,97,76,89,68,125,68,82,69,94,67,74,75,80,64,86
2016072903,77,86,103,72,58,79,54,83,87,82,88,74,83,70,44,72,76,67,90,59,74,80,85,68,76
2016072904,68,81,99,56,43,87,40,60,102,70,79,53,61,59,0,68,77,61,63,58,68,65,80,55,84
2016072905,91,71,61,42,66,84,73,47,105,56,38,50,46,39,39,63,42,67,69,63,67,44,64,37,78
2016072906,94,68,63,52,52,85,55,55,103,47,71,59,63,48,66,76,60,67,75,45,89,47,59,60,72
2016072907,87,77,91,64,100,85,79,69,104,61,76,104,96,68,97,75,85,68,88,91,109,67,83,78,71
2016072908,98,78,105,38,92,88,72,105,115,56,67,124,58,46,109,83,89,70,80,59,65,55,85,63,82
2016072909,49,13,53,30,60,28,34,82,66,34,12,80,25,13,19,11,30,22,48,10,24,14,38,4,
2016072910,61,28,32,35,42,24,38,33,27,24,3,64,40,19,43,33,15,24,70,33,42,5,26,19,15
2016072911,52,20,21,32,43,27,31,28,15,22,16,30,45,18,26,29,20,22,51,32,40,13,24,28,16
2016072912,31,18,24,37,32,29,31,23,25,20,27,24,41,29,0,25,34,25,0,33,33,28,34,29,20
2016072913,25,21,31,17,20,22,19,15,29,27,18,11,24,15,13,28,29,17,0,15,31,13,28,27,16
2016072914,14,15,17,0,11,18,12,8,22,22,16,4,15,18,7,20,13,12,7,3,12,8,18,11,13
2016072915,1,0,7,0,18,11,9,11,9,3,0,3,15,0,1,13,12,12,6,1,12,1,10,1,1
2016072916,5,12,8,8,18,13,12,12,3,3,2,7,18,11,9,15,14,7,13,8,16,8,11,16,8
2016072917,28,20,10,18,28,14,26,22,10,19,12,14,22,17,20,18,15,17,22,18,17,19,16,18,16
2016072918,28,23,13,35,40,18,41,25,14,25,23,21,31,25,0,31,31,13,27,50,22,36,18,27,33
2016072919,54,34,19,45,43,27,45,34,18,19,43,27,47,50,49,25,32,26,38,54,35,22,31,42,34
2016072920,47,33,28,45,52,39,46,40,21,28,52,30,57,40,52,42,42,32,45,63,55,39,48,53,50
2016072921,51,43,57,43,62,46,55,53,29,40,53,36,58,44,58,50,49,35,49,62,59,52,51,57,48
2016072922,61,41,48,51,65,46,59,61,33,37,41,41,69,61,59,55,57,36,53,68,68,51,61,60,39
2016072923,53,40,42,41,63,44,52,60,43,42,55,50,66,50,52,47,57,39,53,62,55,46,61,61,53
2016072924,76,41,49,43,64,0,53,57,56,39,42,50,66,46,50,43,57,37,53,45,57,54,58,52,45
2016073001,94,48,51,41,66,0,48,61,62,36,40,43,64,47,50,41,44,37,67,51,64,52,59,46,51
2016073002,75,57,62,46,53,59,48,53,61,45,61,40,60,39,47,48,47,39,64,46,62,50,60,44,58
2016073003,58,47,61,35,59,0,42,53,69,45,52,37,62,37,28,34,42,38,62,41,57,44,53,32,43
2016073004,61,59,67,39,62,0,47,60,74,44,49,51,72,42,62,35,45,46,71,46,66,37,66,40,48
2016073005,62,57,99,45,64,69,41,57,88,47,59,51,66,45,60,49,53,44,71,38,72,47,66,45,57
2016073006,59,48,90,33,58,0,37,62,86,50,48,51,60,37,56,52,40,41,61,39,65,37,60,29,52
2016073007,57,41,82,42,59,38,43,57,82,40,53,44,88,36,52,42,45,42,71,44,69,43,60,42,46
2016073008,67,46,72,37,57,0,33,54,83,40,40,34,63,40,17,46,38,46,64,39,60,33,58,37,41
2016073009,56,27,70,30,46,0,,47,58,38,24,30,49,33,0,22,42,33,56,17,48,38,57,23,23
2016073010,50,28,57,41,56,41,44,56,57,26,12,27,51,32,29,35,40,32,51,41,52,36,43,33,17
2016073011,50,31,54,43,62,40,44,64,40,45,36,36,55,47,54,44,39,31,56,46,51,40,45,42,29
2016073012,45,32,53,31,53,49,40,66,43,29,27,36,57,34,36,28,41,33,55,33,55,25,44,37,26
2016073013,59,37,59,0,52,49,0,52,39,35,48,34,59,48,66,51,63,46,52,32,53,33,50,43,36
2016073014,61,0,50,19,30,51,0,30,36,36,23,26,38,31,0,45,55,41,29,4,37,35,39,26,38
2016073015,57,34,30,0,30,44,15,30,26,28,5,24,26,29,0,29,52,35,23,22,28,42,29,18,15
2016073016,0,30,30,33,26,32,24,28,26,38,18,26,32,30,26,14,44,26,20,25,30,38,25,31,16
2016073017,0,29,30,36,37,29,36,31,26,37,41,30,32,60,33,24,46,30,25,35,34,37,33,48,35
2016073018,0,31,40,32,36,30,34,32,37,48,57,29,34,41,42,42,51,28,28,47,39,29,43,52,47
2016073019,0,51,49,33,47,32,49,33,39,55,28,31,32,29,42,43,56,29,30,52,36,41,36,28,65
2016073020,0,40,47,35,53,30,57,41,41,48,35,34,39,39,48,43,61,34,35,51,41,39,30,42,33
2016073021,0,44,38,41,49,31,52,41,39,42,46,36,40,42,52,31,50,28,35,56,37,55,37,56,45
2016073022,0,45,39,50,50,38,50,46,40,35,60,36,58,51,56,52,46,39,41,50,49,49,44,55,53
2016073023,0,49,44,44,47,42,53,50,43,31,40,39,42,45,51,54,54,42,48,50,47,48,38,43,54
2016073024,0,56,45,47,47,45,42,59,46,30,35,40,43,44,45,41,68,34,48,41,54,42,39,43,50
2016073101,0,40,44,45,39,44,42,63,44,49,24,40,46,43,48,44,48,38,49,46,52,40,42,40,48
2016073102,0,53,49,39,48,41,48,58,45,44,47,46,47,40,34,40,44,36,51,48,42,49,41,41,50
2016073103,0,54,48,38,61,36,52,58,47,37,47,41,55,43,56,29,50,30,57,45,62,47,42,39,43
2016073104,0,56,52,38,57,46,40,56,46,49,47,47,54,44,51,56,41,38,54,45,56,49,50,41,44
2016073105,0,51,54,45,59,48,45,57,48,43,36,43,59,43,40,39,55,37,59,43,59,40,50,45,48
2016073106,0,56,62,42,68,49,39,61,50,46,45,44,59,39,47,42,54,45,62,41,53,54,48,41,51
2016073107,0,57,52,38,67,53,47,64,51,39,52,49,58,37,43,38,47,43,73,49,55,40,50,38,45
2016073108,0,52,55,31,66,57,42,62,46,41,39,36,54,33,31,52,42,46,70,40,50,34,47,40,39
2016073109,0,53,55,31,54,53,26,57,47,45,31,27,56,37,19,27,47,52,65,24,46,26,55,41,48
2016073110,0,50,54,0,39,50,49,44,34,36,39,30,52,30,33,39,45,44,50,24,48,36,51,32,33
2016073111,0,27,55,0,42,45,58,39,35,38,25,26,45,41,26,31,47,36,42,20,36,37,43,36,23
2016073112,0,40,49,43,44,37,71,37,36,49,29,29,44,40,26,39,50,43,35,47,34,40,40,27,31
2016073113,0,36,43,46,36,36,76,36,39,40,33,33,44,44,29,36,55,38,35,31,36,38,39,47,31
2016073114,0,36,46,47,47,39,49,42,38,43,45,33,57,56,40,38,52,40,38,68,53,61,45,60,58
2016073115,0,57,47,30,30,42,27,24,44,51,45,29,34,37,42,55,64,46,25,17,42,35,44,32,47
2016073116,0,32,26,24,26,30,14,22,29,29,0,21,23,24,0,18,30,36,18,14,22,16,26,12,16
2016073117,0,48,21,27,25,22,34,18,24,26,35,19,28,33,45,38,29,21,22,40,29,24,27,31,30
2016073118,0,39,20,24,25,20,32,26,18,24,25,23,30,28,46,18,19,29,23,29,25,22,21,27,30
2016073119,0,37,24,18,30,22,26,26,16,28,30,21,28,30,59,36,25,18,28,37,32,26,24,26,28
2016073120,0,41,24,54,36,25,37,23,17,22,27,23,33,24,41,32,24,21,33,34,25,24,24,35,
2016073121,0,35,23,51,36,31,38,26,19,26,12,24,32,25,39,39,25,29,34,37,34,29,25,30,34
2016073122,0,37,26,45,31,37,38,30,23,22,14,24,26,27,40,35,27,38,37,46,38,24,23,25,34
2016073123,0,17,29,35,30,32,38,33,28,29,36,26,23,24,37,34,40,32,46,32,35,23,27,16,35
2016073124,0,36,34,42,30,34,34,35,34,30,31,26,25,27,25,31,40,36,40,32,40,34,32,25,35